"frame","x [nm]","y [nm]","z [nm]","sigma1 [nm]","sigma2 [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]","uncertainty_z [nm]","detections"
4918,25175.64004,20709.1678,86.6996,161.5,107.1,6803,111,12.48,3.02,6.04,1
4919,24535.77051,19306.76779,62.3608,153.1,114.5,4811,104,12.48,3.73,7.46,1
4920,24281.02183,19302.36778,121.651,178.8,113.4,6731,112,12.48,4.64,9.28,3
4922,24810.94431,20365.56776,95.4415,162.5,99.8,4078,114,12.48,4.28,8.56,1
4922,25089.57264,20799.56776,-93.0367,113.3,161,2384,109,12.48,6.75,13.5,1
4924,25087.03251,20810.76773,-96.779,124.3,167.8,12198,110,12.48,2.55,5.1,2
4924,24374.71136,19242.36773,119.784,183.5,146,3677,106,12.48,6.23,12.46,1
4925,24833.4016,20351.96772,97.3172,157.8,86.4,2601,113,12.48,5.52,11.04,1
4926,24348.19011,19335.16771,160.977,197.3,132.1,13681,98,12.48,3.75,7.5,6
4933,24340.06181,19321.56765,82.972,160.4,109.1,1701,103,12.48,8.54,17.08,1
4933,25044.86345,20437.26765,-126.726,111.9,172,7540,115,12.48,3.59,7.18,2
4935,24973.42837,19253.36763,-73.6748,87.5,135.8,3609,88,12.48,4.1,8.2,2
4937,24599.79028,19528.66762,26.8076,142.7,126.4,11744,88,12.48,2.4,4.8,3
4939,24467.08135,19172.7676,-304.587,156.1,240.5,8246,126,12.48,4.74,9.48,1
4940,25066.20353,20426.36759,-84.9029,93.4,145.8,1490,105,12.48,7.94,15.88,1
4941,24578.0452,18830.46759,-40.5907,98,122.8,1440,81,12.48,6.48,12.96,1
4942,24886.44686,20543.56758,86.7269,155.4,92.9,13635,115,12.48,2.41,4.82,5
4942,24474.80449,19081.36758,-245.918,143.9,214.8,3254,111,12.48,8.19,16.38,1
4943,26463.20695,20387.96757,-64.9283,87.5,130.4,1012,90,12.48,8.9,17.8,1
4944,24347.78601,19277.06757,121.679,184.6,152.5,20787,106,12.48,2.76,5.52,6
4945,24563.31156,18893.36756,-58.685,110.9,144.7,10795,91,12.48,2.41,4.82,3
4949,24925.67119,20539.76753,78.6216,158.1,108.4,3102,115,12.48,5.33,10.66,1
4949,24546.24078,18881.76753,-10.0006,117.9,120.8,3062,99,12.48,4.29,8.58,1
4951,24273.70963,19329.16752,188.465,206.5,157,3573,101,12.48,7.39,14.78,1
4952,24530.49087,19003.36752,-157.285,127.5,185.2,42971,105,12.48,1.49,2.98,7
4958,24140.18848,19224.86748,223.423,223.8,153.7,4129,110,12.48,7.25,14.5,1
4960,24563.92331,18981.76748,-102.355,125.9,170.1,6764,96,12.48,3.33,6.66,1
4961,24377.05347,19296.86747,157.272,194.6,118.4,26695,107,12.48,2.1,4.2,6
4967,24491.06635,19473.96745,112.968,182.6,156.9,4920,103,12.48,5.12,10.24,1
4968,23589.84306,17356.96745,-274.597,118.2,227.4,3905,104,12.48,6.79,13.58,1
4971,24519.01105,19530.06744,74.2779,155.5,107.1,4517,112,12.48,4.7,9.4,2
4972,24558.43781,18889.16744,45.5704,138.2,101.6,1884,97,12.48,6.31,12.62,1
4972,24999.65014,20430.86744,-73.0086,118.9,156.7,1515,126,12.48,10.39,20.78,1
4976,24572.35965,18884.46743,19.3628,122.9,102.7,1539,99,12.48,6.72,13.44,1
4976,24512.00034,19558.56743,59.9293,150,110,6139,110,12.48,4.04,8.08,3
4981,24566.3651,18878.86742,46.8289,140.4,104.3,28372,110,12.48,1.42,2.84,7
4982,25226.35467,20969.96742,134.828,179.4,95.4,6610,131,12.48,3.4,6.8,1
4987,25219.54721,20955.96742,143.571,185.8,103.3,14000,119,12.48,2.65,5.3,3
4989,24578.45848,18892.76742,38.1006,132.4,99.5,1164,96,12.48,8.83,17.66,1
4991,25207.86209,20940.86742,184.142,206,108.3,4579,113,12.48,5.27,10.54,1
4991,24570.73604,18877.76742,51.209,141.3,102.3,18428,113,12.48,1.81,3.62,5
4993,25300.63689,20941.16742,180.4,205.2,140.7,6856,125,12.48,4.39,8.78,1
4995,25409.7717,20920.56743,118.616,175.4,106.5,16689,139,12.48,2.29,4.58,3
4995,25408.85717,21441.76743,-64.245,112.6,148.7,4389,126,12.48,4.02,8.04,1
4996,25421.5592,21277.16743,-250.85,114.8,216.8,10190,119,12.48,3.19,6.38,1
4997,24578.76454,18883.16743,54.3363,144.9,105.9,2328,115,12.48,6.03,12.06,1
4998,24585.5729,19630.06743,40.6072,138.3,107.1,28501,127,12.48,1.52,3.04,8
4998,25396.76544,21236.86743,-310.761,137.1,245.2,3702,98,12.48,8.09,16.18,1
5000,25415.76776,20901.36744,104.268,176,131.5,22599,122,12.48,2.1,4.2,4
5000,24557.93393,18940.06744,-21.8005,143.3,156.1,10268,131,12.48,3.08,6.16,2
5002,24668.89782,19115.06744,-31.7838,135.2,152.5,11595,98,12.48,2.24,4.48,1
5004,25193.0283,20633.66745,90.5421,172.6,136.8,15704,127,12.48,2.61,5.22,3
5004,24526.12906,18975.76745,79.9324,170.6,142,16036,115,12.48,2.31,4.62,2
5005,24728.95275,19194.56745,-180.94,104.1,188.2,10530,127,12.48,2.65,5.3,1
5006,24698.97648,19376.66745,-184.684,121.9,192.5,6138,127,12.48,4.21,8.42,1
5009,24685.56378,19350.36747,-43.6337,135.7,157.5,5086,108,12.48,4.07,8.14,1
5009,24756.89751,20215.16747,110.519,168.8,97.3,9689,129,12.48,2.83,5.66,2
5010,24561.08556,19621.36747,51.2306,149,116.6,4010,114,12.48,4.29,8.58,1
5010,25231.3381,20644.96747,79.3151,160.5,113.7,4587,109,12.48,4.91,9.82,2
5011,24594.31383,19311.56747,-180.933,146.4,192.8,25340,111,12.48,2.31,4.62,5
5012,24566.47148,18905.06748,51.2329,146.2,111.5,4247,113,12.48,3.94,7.88,1
5014,24731.18971,20225.36749,96.1703,166.2,108.9,4773,137,12.48,4.23,8.46,1
5014,25208.27214,20663.16749,103.035,167,102,5150,125,12.48,3.82,7.64,1
5015,23974.6662,18624.26749,-182.801,127,192.5,7341,116,12.48,4.42,8.84,2
5016,24582.42567,18937.5675,-30.5197,131.4,148,16655,130,12.48,2.3,4.6,4
5017,24040.9195,18113.5675,-268.301,132.5,225.1,9150,106,12.48,4.39,8.78,2
5021,24562.2051,18879.86753,46.2503,140.1,104.6,9016,113,12.48,2.73,5.46,3
5023,23986.96291,18525.46754,-52.3552,109.9,140.7,15150,152,12.48,2.06,4.12,3
5023,24694.91461,19863.66754,22.5368,127.4,106.3,6017,111,12.48,3.08,6.16,2
5024,23659.35631,17636.36755,-252.69,110.5,217.2,24377,111,12.48,2.26,4.52,4
5027,25195.47076,20872.06757,108.667,170.3,104.2,2607,98,12.48,6.2,12.4,1
5030,23626.53566,17623.56759,-265.165,155.6,221.8,14970,111,12.48,3.59,7.18,3
5034,24634.3539,19252.66762,-173.418,104.6,185.7,5009,114,12.48,4.32,8.64,1
5034,23657.02083,17615.16762,-247.686,112.3,215.3,5832,105,12.48,4.58,9.16,1
5036,24636.18331,18998.16764,-63.5742,113.3,148.7,12106,121,12.48,2.24,4.48,2
5037,24653.05157,19629.66765,26.2973,143,127.4,13544,110,12.48,2.29,4.58,3
5037,23662.91501,17640.36765,-240.817,117.7,212.9,6817,105,12.48,4.1,8.2,1
5049,24499.00529,18867.46777,51.275,143.2,105.7,23175,116,12.48,1.59,3.18,5
5052,24466.89548,19531.0678,48.782,146.5,114.4,28230,119,12.48,1.59,3.18,7
5055,24532.33607,18921.86784,43.1685,141.7,110.7,14502,117,12.48,2.16,4.32,4
5059,24413.14238,19295.16789,3.85478,155.8,160.6,17522,106,12.48,2.53,5.06,4
5067,24187.25368,18700.368,-23.5965,116.6,129.1,2096,122,12.48,6.35,12.7,1
5069,24810.76368,19279.86803,-132.188,74.7,157.2,2514,98,12.48,5.19,10.38,1
5073,24040.31949,18434.36809,-94.113,100.5,154.4,13829,106,12.48,2.12,4.24,3
5075,24718.59998,19346.36813,-61.0334,135.5,163.4,5009,103,12.48,4.2,8.4,1
5083,24948.04815,20462.16826,41.9522,145.9,119.2,1351,103,12.48,9.88,19.76,1
5085,25415.47753,22128.9683,-245.132,126.8,215.1,10292,112,12.48,3.78,7.56,2
5087,24904.25284,20465.96833,83.7715,156.2,98.2,43019,113,12.48,1.21,2.42,9
5087,25177.19073,20964.36833,205.471,217.4,111.5,2232,103,12.48,10,20,1
5089,24443.32758,19172.66837,166.779,194.2,92.7,4754,115,12.48,4.57,9.14,1
5089,24855.27479,19166.56837,-71.0031,89.8,135.7,4348,70,12.48,3.02,6.04,1
5090,24615.26035,19152.76839,128.71,182.3,117.3,7291,108,12.48,3.34,6.68,1
5090,24598.49388,19677.46839,20.1167,126.5,107.1,3850,181,12.48,4.09,8.18,1
5091,23667.9039,17609.16841,-256.358,112.4,218.9,13684,129,12.48,3.09,6.18,2
5091,24844.40237,19094.86841,-0.47749,115.6,110.8,10687,54,12.48,1.79,3.58,2
5094,23682.9435,17570.56847,-278.823,117,229.4,24089,110,12.48,2.63,5.26,5
5096,24875.70076,19097.96851,-39.166,100.8,124.4,8785,85,12.48,2.14,4.28,2
5097,24539.66015,19428.16853,-257.6,160.7,217.4,11910,122,12.48,3.29,6.58,1
5100,23674.71385,17602.86859,-275.071,115.2,227.4,17328,108,12.48,3.13,6.26,4
5105,24881.08812,20536.8687,31.3676,141.5,120.7,27531,150,12.48,1.65,3.3,6
5111,25403.18719,22128.66883,-261.329,116.8,221.6,2812,109,12.48,8.72,17.44,1
5112,24852.5357,20535.76886,75.0625,158.3,112.5,2724,105,12.48,5.86,11.72,1
5118,24097.63908,18450.169,98.7851,164.9,102.1,1968,110,12.48,7.73,15.46,1
5118,24694.11913,19110.169,58.8428,169.5,157.4,3378,64,12.48,5.68,11.36,1
5122,24859.24433,20543.3691,43.8689,144.3,114.8,2451,105,12.48,5.88,11.76,1
5124,24869.60947,20540.86915,40.7507,139.3,108.5,11348,112,12.48,2.5,5,4
5125,24978.64257,20194.66918,40.7518,139.8,109.7,1981,112,12.48,6.69,13.38,1
5129,24858.33125,20534.76928,35.7636,140.2,115,13191,130,12.48,2.24,4.48,3
5129,24659.36908,19085.76928,-152.091,151.2,187,47296,90,12.48,1.44,2.88,6
5131,24145.1976,18464.26934,221.124,223.4,93.1,2980,116,12.48,8.03,16.06,1
5134,24466.20001,19220.46942,131.881,187.3,149.8,38547,103,12.48,1.7,3.4,6
5135,24861.07612,20540.26945,37.0186,144.3,121.2,27620,112,12.48,1.57,3.14,6
5136,24086.16034,18433.46948,91.9405,156.6,90,3097,114,12.48,4.86,9.72,1
5136,24619.94393,18996.96948,-260.676,151.2,220.4,16334,109,12.48,2.93,5.86,2
5141,24514.87509,19258.76962,173.079,200.6,155.8,45090,114,12.48,1.82,3.64,8
5142,24669.73657,19808.96965,32.0338,135.9,110.9,8259,124,12.48,2.71,5.42,2
5142,26186.54367,21505.96965,204.285,214.7,96.9,2204,116,12.48,9.91,19.82,1
5143,26371.17834,21498.86968,249.222,242,105.4,2576,106,12.48,10.18,20.36,1
5147,25095.19965,20563.5698,98.1941,176.9,145.2,7511,106,12.48,4.17,8.34,2
5148,24851.5271,19104.46983,-34.114,111.7,131.6,28901,103,12.48,1.4,2.8,8
5150,24505.42685,19255.9699,123.786,182,125.5,34100,107,12.48,1.79,3.58,8
5152,24964.1174,20548.06996,102.568,169.6,110.5,7740,112,12.48,3.85,7.7,3
5155,24076.00296,18452.37006,65.75,151.6,107.6,3460,104,12.48,5.57,11.14,2
5156,24969.91033,20593.87009,93.8356,161.1,98.1,2363,98,12.48,6.14,12.28,1
5158,24696.76966,19133.67015,159.368,196.5,137.4,13627,92,12.48,3.28,6.56,4
5161,24412.24833,19137.17025,238.633,234.1,142.5,6372,125,12.48,5.4,10.8,1
5161,23461.33516,17454.07025,-334.291,120.7,256.6,13869,112,12.48,3.66,7.32,2
5162,24685.18644,19120.07029,162.493,196.9,117.9,6638,104,12.48,3.83,7.66,1
5163,24477.07915,19156.77032,187.459,208.2,113.2,28953,112,12.48,2.02,4.04,5
5164,23451.58079,17391.67036,-337.408,133.4,259.1,16786,105,12.48,4.29,8.58,5
5164,24695.85647,20348.47036,110.071,171.9,107.2,3007,118,12.48,5.99,11.98,1
5165,25019.60208,19080.57039,-134.575,102.4,171.3,10084,99,12.48,2.68,5.36,2
5168,25022.65121,20571.67049,76.9986,155.5,104.6,4344,111,12.48,3.96,7.92,1
5169,24830.90394,19123.07053,-27.225,118.4,133.5,2634,115,12.48,5.43,10.86,1
5180,25125.69159,20911.77093,207.449,218.6,120.9,15655,98,12.48,3.65,7.3,6
5185,23826.54498,17901.57112,-246.266,113.2,214.9,41060,106,12.48,1.85,3.7,9
5189,25279.33559,20578.47128,-4.11052,131.8,133.8,2625,81,12.48,5.35,10.7,1
5195,23836.81048,17894.17152,-245.63,116.5,215,13678,104,12.48,3.22,6.44,3
5201,24362.16148,18961.67177,200.608,209,168.4,4287,105,12.48,6.82,13.64,1
5201,23842.19753,17902.77177,-238.134,121.7,212.2,5913,106,12.48,5.64,11.28,2
5201,24686.82141,19261.37177,-135.158,120.4,177.4,16468,111,12.48,2.34,4.68,3
5202,25056.80187,20678.77182,115.107,181.5,141.6,7822,110,12.48,4.12,8.24,2
5203,24466.11412,18837.77186,1.52232,127.1,123.8,2053,75,12.48,5.8,11.6,1
5203,24853.06404,19593.97186,-60.2636,103,139.7,10293,80,12.48,2.27,4.54,3
5204,23812.01861,17858.6719,-215.663,105.9,201.5,6612,108,12.48,4.6,9.2,2
5205,23990.04833,18528.87194,-57.1408,119,150.2,15728,139,12.48,2.17,4.34,3
5205,24667.10908,19246.77194,-27.184,125.7,140.8,5708,116,12.48,3.33,6.66,1
5206,23474.55568,17453.87199,-322.382,149.4,250.8,9194,106,12.48,5.23,10.46,2
5207,24827.35642,19531.47203,-90.2158,98.7,151.9,1799,111,12.48,7.46,14.92,1
5208,25078.65057,20771.67208,153.808,194.2,148.9,12874,102,12.48,3.67,7.34,4
5209,24442.54091,18936.37212,87.655,169.6,130.6,5753,126,12.48,4.03,8.06,1
5210,23441.63341,17415.87216,-303.031,121.9,241.1,8897,99,12.48,4.64,9.28,2
5211,23975.41726,18492.97221,-73.9847,121.6,158.8,4784,121,12.48,4.13,8.26,1
5211,23826.14482,17825.07221,-163.231,97.3,180,3955,128,12.48,5.02,10.04,1
5212,24756.53201,19287.87225,-37.1616,102.2,124.5,2742,102,12.48,4.38,8.76,1
5216,24748.09896,20442.07243,203.746,213.9,152.9,21321,116,12.48,2.85,5.7,4
5217,23852.56622,17898.47248,-203.167,94.1,194.1,3779,124,12.48,5.6,11.2,1
5217,25090.84661,20712.77248,168.173,199.6,149.1,36504,115,12.48,1.93,3.86,6
5221,23431.6779,17422.97267,-284.295,116.5,232,9476,111,12.48,4.28,8.56,2
5221,23842.91381,17941.17267,-225.63,105.7,205.5,12429,115,12.48,2.94,5.88,2
5223,25211.05868,20896.47276,182.534,206.3,135.7,20690,96,12.48,2.51,5.02,4
5225,24685.50641,19261.47286,-25.2889,116.1,129.9,6824,111,12.48,2.63,5.26,1
5225,24717.92159,20436.07286,235.585,228.5,160.2,4707,102,12.48,6.66,13.32,1
5226,23803.99654,17880.1729,-266.815,126.2,224.5,22062,108,12.48,2.64,5.28,4
5227,24629.31382,19061.37295,-131.384,103.8,170.6,17120,132,12.48,2.14,4.28,3
5227,25357.89337,21168.77295,77.0657,176.2,165.5,29492,119,12.48,2.08,4.16,5
5228,24732.14846,20385.073,115.761,177.6,119.9,2616,111,12.48,7.22,14.44,1
5231,24736.11222,20383.37315,126.998,176.9,98.8,6376,102,12.48,3.88,7.76,2
5234,24738.24691,20385.9733,98.9172,167.1,108,4204,125,12.48,4.57,9.14,1
5235,25260.14182,20883.27335,156.336,195.2,147.6,28661,102,12.48,2.09,4.18,5
5237,24814.66218,20289.87345,55.8577,149.8,114.2,23891,111,12.48,1.93,3.86,9
5238,24759.4855,19141.7735,-99.542,87.8,149.7,1417,105,12.48,8.33,16.66,1
5241,25270.60974,20905.77365,133.251,185.7,126.5,6201,113,12.48,4.81,9.62,2
5244,25395.90182,21153.87381,58.3621,155.1,123,30178,119,12.48,1.53,3.06,5
5247,24837.62981,20249.47397,44.0112,133.4,95.8,3401,104,12.48,3.87,7.74,1
5247,25210.1504,20721.37397,58.9896,145,101.2,11095,121,12.48,2.21,4.42,2
5249,24832.75283,20280.87407,-2.16991,128,127.4,1333,98,12.48,9.13,18.26,1
5250,25366.23185,21096.07413,186.309,208,126.2,2643,99,12.48,8.48,16.96,1
5251,24821.67733,20264.07418,23.4205,133.2,114.7,10623,107,12.48,2.58,5.16,4
5253,25255.87877,20860.87429,143.25,189.8,128.4,17371,107,12.48,2.82,5.64,5
5254,24467.54987,19373.37434,46.5156,143.8,111.4,6181,100,12.48,3.37,6.74,2
5256,24506.87542,19012.57445,43.3974,147.5,121.4,45658,114,12.48,1.19,2.38,8
5257,24813.75299,20255.97451,55.2564,146.6,108.1,9369,136,12.48,2.67,5.34,2
5262,25090.85846,20579.77479,50.2693,154,128,28122,107,12.48,1.67,3.34,6
5264,23660.93273,17432.0749,-206.858,110.1,199,6905,112,12.48,4.48,8.96,2
5264,24595.89235,19164.9749,-237.439,153.3,210.6,2761,102,12.48,9.26,18.52,1
5265,24555.95793,19119.87496,15.9472,136.6,125.8,27888,107,12.48,1.61,3.22,8
5265,24574.14702,19872.07496,-20.8747,133.7,145.8,2134,130,12.48,7.89,15.78,1
5268,23657.98701,17425.57513,-208.101,102.6,198,8121,105,12.48,3.76,7.52,2
5269,25085.47481,20527.27519,-11.5086,132.2,138.9,27385,104,12.48,1.65,3.3,7
5276,23669.77659,17426.8756,-204.972,102.8,196.9,7805,112,12.48,3.92,7.84,2
5277,25066.47505,20520.37566,67.7612,149.7,101.6,8680,102,12.48,2.62,5.24,2
5281,25051.03071,20541.17591,63.397,141.9,91.5,1499,102,12.48,7.53,15.06,1
5283,26463.88624,17994.47603,-28.9675,106.1,122.8,2436,91,12.48,4.7,9.4,1
5284,25005.30482,19158.27609,-177.502,106,187.6,11248,97,12.48,3.03,6.06,3
5286,25093.10075,20605.47622,-5.87239,151.5,159,9840,113,12.48,3.62,7.24,3
5288,24782.15943,20298.87634,70.8942,167.6,142.1,7982,113,12.48,3.8,7.6,2
5288,24998.09131,19126.77634,-151.91,111.8,180.2,12595,95,12.48,2.91,5.82,4
5291,24955.82034,20315.67653,19.7214,141,129.7,11086,114,12.48,2.44,4.88,2
5293,24681.86688,19983.07666,34.7021,135.3,107.9,12161,117,12.48,2.17,4.34,3
5294,25076.43822,20627.67672,90.8722,169.1,125.3,26969,119,12.48,1.73,3.46,4
5298,25071.25703,20522.87698,56.5513,145,103.7,2531,96,12.48,5.32,10.64,1
5300,25078.67551,20586.07711,66.5391,158.2,122.3,8309,101,12.48,3.11,6.22,2
5302,25014.04897,19094.37725,-125.057,98.6,166.3,6372,97,12.48,4,8,3
5303,25103.67369,20701.97731,66.5426,142.8,89.6,1869,120,12.48,6.61,13.22,1
5304,24701.27859,19529.97738,-24.5749,118.7,132.1,3870,132,12.48,4.16,8.32,1
5305,24881.44229,19310.67745,-332.879,143.2,256.9,3513,111,12.48,9.56,19.12,1
5306,23745.89496,17816.37751,-202.441,98.2,194.9,8133,143,12.48,3.97,7.94,2
5306,24672.31891,19660.07751,-53.9053,116.7,146.9,2597,134,12.48,6.2,12.4,1
5306,25002.05959,19117.47751,-150.017,89.7,172.3,1425,103,12.48,9.94,19.88,1
5307,24853.39714,19570.37758,-58.2729,107.6,142,7380,108,12.48,2.92,5.84,2
5310,23737.76696,17782.47778,-181.217,97.5,186.8,7422,129,12.48,3.91,7.82,2
5311,25194.92636,19057.17785,-85.1046,90.3,144.2,5658,98,12.48,3.24,6.48,2
5312,24862.13754,19547.87792,-70.1251,103.7,145.4,3381,114,12.48,4.47,8.94,1
5313,23746.8116,17830.77799,-251.113,105.5,216,9585,133,12.48,3.97,7.94,2
5313,24585.54181,19628.57799,21.6187,126.1,105.7,6477,115,12.48,2.91,5.82,2
5317,25027.97474,20483.47827,50.956,160,140.4,6949,123,12.48,3.46,6.92,1
5318,23653.73379,17438.87834,-193.066,100.1,191.9,3319,132,12.48,6.36,12.72,1
5318,25120.24147,20686.77834,27.2413,162.3,160.2,2306,104,12.48,8.67,17.34,1
5319,24595.90837,19641.27841,11.0159,129.4,119.5,6754,125,12.48,2.74,5.48,1
5320,25009.78658,20674.47848,164.546,196,106.5,6855,122,12.48,4.5,9,2
5321,23746.71243,17784.87855,-226.14,110.3,206.4,25261,126,12.48,2.14,4.28,4
5322,24318.90681,19715.57862,193.256,210.4,142,2384,112,12.48,10.39,20.78,1
5324,24601.80359,19564.97877,-4.58093,118.4,117.6,11477,111,12.48,2.27,4.54,4
5326,23740.92193,17779.77891,-228.006,108,206.8,12583,102,12.48,2.87,5.74,2
5328,25130.30444,20569.57906,54.089,152.3,121.2,36618,114,12.48,1.39,2.78,7
5329,23736.75665,17772.57913,-214.897,118.5,202.9,3702,124,12.48,6.52,13.04,1
5334,24459.64732,18859.0795,-35.7745,110,131,12506,138,12.48,2.17,4.34,3
5335,25327.8462,21096.87957,166.435,197.3,108.6,24561,127,12.48,2.07,4.14,4
5335,23742.6522,17757.87957,-169.955,91.6,180.6,9677,157,12.48,3.16,6.32,2
5336,24992.00894,20539.27965,111.515,174.1,113,29144,113,12.48,1.66,3.32,5
5336,24592.86522,19637.57965,10.4111,120.2,107.5,21860,123,12.48,1.63,3.26,8
5338,24085.90862,18633.1798,-108.166,120.3,169.6,9157,121,12.48,3.2,6.4,2
5342,25317.68693,21078.1801,188.911,209.2,122.3,5784,112,12.48,4.68,9.36,1
5342,23738.99629,17786.2801,-254.825,110.7,218.3,14222,115,12.48,2.89,5.78,2
5345,25365.34532,21033.58033,233.849,226.5,163.6,22972,119,12.48,2.75,5.5,3
5349,25345.93815,21023.98065,199.528,211.1,156.9,12709,109,12.48,3.46,6.92,2
5349,23739.20177,17786.78065,-183.669,92.3,186.1,7905,137,12.48,3.7,7.4,2
5351,25294.11515,20749.2808,83.4479,169.1,134.2,12804,106,12.48,2.56,5.12,2
5352,23747.94164,17790.68088,-223.608,109.2,205.2,24882,120,12.48,2.24,4.48,5
5353,25346.34591,21083.38096,158.966,195.3,119.9,28291,107,12.48,2.11,4.22,7
5361,25303.77186,21109.18161,60.3676,145.6,101.7,2224,101,12.48,5.92,11.84,1
5362,24478.76,19002.68169,51.0072,146.6,112.5,28449,106,12.48,1.57,3.14,8
5372,24974.13648,20660.48252,100.323,166.4,104.8,5915,104,12.48,3.96,7.92,2
5378,24500.91746,18988.88303,47.2808,136.8,98.6,3075,112,12.48,4.4,8.8,1
5379,25111.42072,20664.18312,101.579,167.5,105.6,1553,95,12.48,9.29,18.58,1
5380,24483.64359,18985.0832,33.5529,130.4,100.8,7721,116,12.48,3.07,6.14,4
5381,24042.83806,18140.48329,-220.455,99.2,202.2,8002,115,12.48,3.95,7.9,2
5381,26048.61655,21267.28329,179.593,202.4,101.8,10223,99,12.48,4.18,8.36,5
5384,24032.6776,18169.18355,-289.726,115.8,234.4,8667,123,12.48,3.96,7.92,1
5385,24315.06603,18742.28364,-194.238,116.2,195.2,2066,100,12.48,9.35,18.7,1
5387,24026.68335,18134.38382,-259.766,123,221.2,11671,98,12.48,3.38,6.76,2
5387,24924.95995,20236.18382,116.566,181,135.3,3262,105,12.48,6.45,12.9,1
5387,26002.28218,21257.78382,198.947,210.3,90.9,2177,105,12.48,9.23,18.46,1
5388,24794.68987,18928.3839,-18.2383,112,120.8,42306,121,12.48,1.02,2.04,7
5392,24821.31439,20355.98426,68.5162,143.8,89.4,1500,104,12.48,7.6,15.2,1
5394,24842.95909,20368.78444,70.3908,151.5,102.9,4782,106,12.48,4.2,8.4,2
5397,24807.69974,18923.08472,-29.4618,102.5,119.5,2304,97,12.48,4.77,9.54,1
5398,24035.12125,18151.18481,-237.286,115.9,211.4,5578,97,12.48,5.62,11.24,2
5400,24774.4727,19112.78499,-191.724,113.5,194.1,8873,107,12.48,3.57,7.14,2
5401,24784.02486,18932.68508,-19.4717,109.3,118.8,10578,104,12.48,2.4,4.8,5
5407,24802.01286,18934.48564,-31.3227,105.6,123.8,21765,102,12.48,1.63,3.26,9
5416,24995.79592,19386.3865,-129.92,105.3,170.8,23289,104,12.48,1.83,3.66,5
5421,25339.45968,21049.38698,128.457,180.6,110.5,4627,113,12.48,4.53,9.06,1
5423,24580.70121,19151.08718,-99.9658,108.4,161.3,10415,112,12.48,2.59,5.18,2
5424,25311.92312,21043.68728,134.071,183.1,110.1,5912,117,12.48,4.66,9.32,2
5425,24973.2407,20493.68738,36.0862,133.4,103.5,7929,112,12.48,2.85,5.7,3
5428,24736.88532,19711.48768,7.37485,123.2,113.9,21288,111,12.48,1.48,2.96,4
5428,25298.10497,21037.48768,112.848,169.6,97.6,26172,113,12.48,1.72,3.44,6
5429,24972.83573,20495.98778,54.8055,146.4,108.6,2036,116,12.48,6.9,13.8,1
5435,25241.30481,20994.78838,164.018,197.9,122.9,24084,114,12.48,2.27,4.54,5
5442,25303.39422,20998.8891,117.828,179.7,125.3,10653,118,12.48,3.06,6.12,2
5455,24893.89078,19537.19048,-42.5778,115.1,139.7,1453,93,12.48,8.38,16.76,1
5461,24719.82664,18931.69113,-15.1229,118.4,125.7,6026,106,12.48,2.8,5.6,1
5462,24484.48669,19523.19124,46.6621,142.2,108.4,6297,115,12.48,3.77,7.54,3
5464,24726.22957,18931.49146,-22.6148,116.2,128.4,22459,102,12.48,1.58,3.16,6
5465,24955.27017,20482.49157,42.9148,137.6,103.9,1481,115,12.48,8.19,16.38,1
5467,25322.10112,20963.89179,144.017,190.9,140,5270,105,12.48,5.85,11.7,2
5470,25135.33394,20843.59212,174.595,200.5,104,3869,100,12.48,5.55,11.1,1
5470,25130.76127,19413.49212,-153.057,112.8,180.8,2007,91,12.48,8.33,16.66,1
5472,24726.23275,18926.69235,-14.5088,116,122.3,23447,112,12.48,1.56,3.12,7
5473,25163.58411,19418.79246,-140.578,97.6,171.8,5439,95,12.48,4.14,8.28,2
5475,25127.51159,20835.49269,142.762,187.2,112.1,2987,109,12.48,6.61,13.22,1
5480,24727.0489,18923.39326,-12.6438,118.4,123.8,25547,110,12.48,1.49,2.98,7
5480,25133.20405,20846.49326,171.466,199.4,107.7,5672,96,12.48,4.98,9.96,2
5483,25112.57743,20825.9936,160.229,192,97.2,2089,102,12.48,8.5,17,1
5485,25160.94699,19404.49384,-143.709,102.7,174.7,15781,96,12.48,2.3,4.6,4
5488,24724.71502,18926.29419,-7.03423,119,120.5,6720,103,12.48,2.88,5.76,2
5488,25152.92063,20842.59419,186.437,207,108.4,2541,94,12.48,8.07,16.14,1
5491,25154.54771,19400.39454,-128.736,107.2,171.2,16487,106,12.48,2.27,4.54,4
5494,25102.52207,20821.99489,-53.8472,137.6,162.9,21024,120,12.48,1.83,3.66,2
5495,24461.23022,19246.69501,130.885,180.1,103.7,7576,107,12.48,4.03,8.06,3
5496,25165.93067,19414.59513,-136.23,95,169,2907,93,12.48,5.38,10.76,1
5498,25167.15088,19393.29537,-151.21,105.4,178.2,5360,98,12.48,3.81,7.62,1
5499,24414.18415,19195.69549,116.528,182.8,150,8752,102,12.48,3.85,7.7,2
5502,25166.13641,19412.09586,-151.838,117.8,181.7,4137,89,12.48,4.81,9.62,1
